FIPS, Name , Race ,Total,Employed,Unemployed,NILF
24031c," Montgomery County, MD ", Non-Hispanic American Indian ,,,,
24031c," Montgomery County, MD ", Non-Hispanic Asian ,102251,81639,3167,17445
24031c," Montgomery County, MD ", Non-Hispanic black ,113416,89777,7230,16409
24031c," Montgomery County, MD ", Non-Hispanic white ,281599,227625,8737,45237
24031c," Montgomery County, MD ", Total ,643409,517322,27097,98990
24033c," Prince George's County, MD ", All other non-Hispanic ,12886,8560,,2868
24033c," Prince George's County, MD ", Latino ,100224,79698,3597,16929
24033c," Prince George's County, MD ", Non-Hispanic American Indian ,,,,
24033c," Prince George's County, MD ", Non-Hispanic Asian ,27201,19990,825,6386
24033c," Prince George's County, MD ", Non-Hispanic black ,367120,286726,22971,57423
24033c," Prince George's County, MD ", Non-Hispanic white ,72893,55566,1824,15503
24033c," Prince George's County, MD ", Total ,581463,451113,30675,99675
24510a," Baltimore, MD ", All other non-Hispanic ,9421,6372,,2496
24510a," Baltimore, MD ", Latino ,18491,13914,1156,3421
24510a," Baltimore, MD ", Non-Hispanic American Indian ,,,,
24510a," Baltimore, MD ", Non-Hispanic Asian ,12818,8869,,3500
24510a," Baltimore, MD ", Non-Hispanic black ,233780,135012,22223,76545
24510a," Baltimore, MD ", Non-Hispanic white ,117454,92153,3167,22134
24510a," Baltimore, MD ", Total ,392640,256821,27548,108271
25005c," Bristol County, MA ", All other non-Hispanic ,12888,7501,,4131
25005c," Bristol County, MA ", Latino ,21891,13621,1709,6561
25005c," Bristol County, MA ", Non-Hispanic American Indian ,,,,
25005c," Bristol County, MA ", Non-Hispanic Asian ,8179,5806,,1726
25005c," Bristol County, MA ", Non-Hispanic black ,12244,10280,,1616
25005c," Bristol County, MA ", Non-Hispanic white ,298305,225958,15542,56805
25005c," Bristol County, MA ", Total ,353573,263232,19502,70839
25009c," Essex County, MA ", All other non-Hispanic ,6852,4543,,1652
25009c," Essex County, MA ", Latino ,87707,65079,4745,17883
25009c," Essex County, MA ", Non-Hispanic American Indian ,,,,
25009c," Essex County, MA ", Non-Hispanic Asian ,16197,11154,,4271
25009c," Essex County, MA ", Non-Hispanic black ,14450,12513,,1436
25009c," Essex County, MA ", Non-Hispanic white ,330450,256200,11038,63212
25009c," Essex County, MA ", Total ,456535,350189,17713,88633
25025a," Boston, MA ", All other non-Hispanic ,12829,9726,,2501
25025a," Boston, MA ", Latino ,81773,57562,4093,20118
25025a," Boston, MA ", Non-Hispanic American Indian ,,,,
25025a," Boston, MA ", Non-Hispanic Asian ,42248,27851,1403,12994
25025a," Boston, MA ", Non-Hispanic black ,99355,70863,8465,20027
25025a," Boston, MA ", Non-Hispanic white ,205922,169544,6660,29718
25025a," Boston, MA ", Total ,442466,335759,21305,85402
25027c," Worcester County, MA ", All other non-Hispanic ,9580,6560,1243,1777
25027c," Worcester County, MA ", Latino ,49501,34985,3807,10709
25027c," Worcester County, MA ", Non-Hispanic American Indian ,,,,
25027c," Worcester County, MA ", Non-Hispanic Asian ,25829,17570,1008,7251
25027c," Worcester County, MA ", Non-Hispanic black ,18977,13727,1388,3862
25027c," Worcester County, MA ", Non-Hispanic white ,392311,300139,19054,73118
25027c," Worcester County, MA ", Total ,497087,373410,26561,97116
26081c," Kent County, MI ", All other non-Hispanic ,6414,5316,,
26081c," Kent County, MI ", Latino ,35363,26013,2631,6719
26081c," Kent County, MI ", Non-Hispanic American Indian ,,,,
26081c," Kent County, MI ", Non-Hispanic Asian ,11623,8159,,2289
26081c," Kent County, MI ", Non-Hispanic black ,38276,26990,2436,8850
26081c," Kent County, MI ", Non-Hispanic white ,298869,239042,10365,49462
26081c," Kent County, MI ", Total ,390966,305650,16735,68581
26099c," Macomb County, MI ", All other non-Hispanic ,9673,7166,,2507
26099c," Macomb County, MI ", Latino ,12826,9204,1604,2018
26099c," Macomb County, MI ", Non-Hispanic American Indian ,1732,,,
26099c," Macomb County, MI ", Non-Hispanic Asian ,20309,13924,,5636
26099c," Macomb County, MI ", Non-Hispanic black ,61974,44548,4311,13115
26099c," Macomb County, MI ", Non-Hispanic white ,428879,314751,19672,94456
26099c," Macomb County, MI ", Total ,535393,390447,26494,118452
26125c," Oakland County, MI ", All other non-Hispanic ,9431,6707,,2344
26125c," Oakland County, MI ", Latino ,28696,21172,,6619
26125c," Oakland County, MI ", Non-Hispanic American Indian ,1273,873,,
26125c," Oakland County, MI ", Non-Hispanic Asian ,58243,43477,,13687
26125c," Oakland County, MI ", Non-Hispanic black ,110382,82417,7927,20038
26125c," Oakland County, MI ", Non-Hispanic white ,563047,429696,20784,112567
26125c," Oakland County, MI ", Total ,771072,584342,31075,155655
26163a," Detroit, MI ", All other non-Hispanic ,7641,3865,,3030
26163a," Detroit, MI ", Latino ,30268,16065,2622,11581
26163a," Detroit, MI ", Non-Hispanic American Indian ,,,,
26163a," Detroit, MI ", Non-Hispanic Asian ,5214,2771,,2265
26163a," Detroit, MI ", Non-Hispanic black ,310517,155113,45142,110262
26163a," Detroit, MI ", Non-Hispanic white ,40516,24606,1976,13934
26163a," Detroit, MI ", Total ,395217,203050,50664,141503
26163b," Wayne County (excluding Detroit), MI ", All other non-Hispanic ,11877,6537,,4779
26163b," Wayne County (excluding Detroit), MI ", Latino ,27443,19969,1821,5653
26163b," Wayne County (excluding Detroit), MI ", Non-Hispanic American Indian ,1213,1180,,
26163b," Wayne County (excluding Detroit), MI ", Non-Hispanic Asian ,28638,20107,1869,6662
26163b," Wayne County (excluding Detroit), MI ", Non-Hispanic black ,105224,68239,12087,24898
26163b," Wayne County (excluding Detroit), MI ", Non-Hispanic white ,503121,356838,20333,125950
26163b," Wayne County (excluding Detroit), MI ", Total ,677516,472870,36704,167942
27053c," Hennepin County, MN ", All other non-Hispanic ,19804,14851,,3589
27053c," Hennepin County, MN ", Latino ,48463,39394,,7806
27053c," Hennepin County, MN ", Non-Hispanic American Indian ,3997,2601,,
27053c," Hennepin County, MN ", Non-Hispanic Asian ,61609,48476,,11076
27053c," Hennepin County, MN ", Non-Hispanic black ,90154,67682,3635,18837
27053c," Hennepin County, MN ", Non-Hispanic white ,556564,464405,15164,76995
27053c," Hennepin County, MN ", Total ,780591,637409,23906,119276
27123c," Ramsey County, MN ", All other non-Hispanic ,7929,5415,,2411
27123c," Ramsey County, MN ", Latino ,22511,16825,,4963
27123c," Ramsey County, MN ", Non-Hispanic American Indian ,1454,,,
27123c," Ramsey County, MN ", Non-Hispanic Asian ,46492,28798,5504,12190
27123c," Ramsey County, MN ", Non-Hispanic black ,35068,24186,2365,8517
27123c," Ramsey County, MN ", Non-Hispanic white ,214735,176636,4836,33263
27123c," Ramsey County, MN ", Total ,328189,253059,13531,61599
29095c," Jackson County, MO ", All other non-Hispanic ,8838,6787,,1649
29095c," Jackson County, MO ", Latino ,34594,24905,,8571
29095c," Jackson County, MO ", Non-Hispanic American Indian ,2258,1661,,
29095c," Jackson County, MO ", Non-Hispanic Asian ,10051,7027,,2866
29095c," Jackson County, MO ", Non-Hispanic black ,95565,62201,5298,28066
29095c," Jackson County, MO ", Non-Hispanic white ,270141,209655,9024,51462
29095c," Jackson County, MO ", Total ,421447,312236,16078,93133
29189c," St. Louis County, MO ", All other non-Hispanic ,9019,6266,,2463
29189c," St. Louis County, MO ", Latino ,15645,11132,,3424
29189c," St. Louis County, MO ", Non-Hispanic American Indian ,,,,
29189c," St. Louis County, MO ", Non-Hispanic Asian ,28276,20581,,6558
29189c," St. Louis County, MO ", Non-Hispanic black ,145661,110126,9626,25909
29189c," St. Louis County, MO ", Non-Hispanic white ,402748,321316,11730,69702
29189c," St. Louis County, MO ", Total ,602279,470219,23933,108127
31055c," Douglas County, NE ", All other non-Hispanic ,3973,3415,,
31055c," Douglas County, NE ", Latino ,35351,25850,,8063
31055c," Douglas County, NE ", Non-Hispanic American Indian ,2181,,,
31055c," Douglas County, NE ", Non-Hispanic Asian ,13439,9012,,3724
31055c," Douglas County, NE ", Non-Hispanic black ,35312,25147,,8438
31055c," Douglas County, NE ", Non-Hispanic white ,241621,199126,5206,37289
31055c," Douglas County, NE ", Total ,331877,264085,9074,58718
32003a," Las Vegas, NV ", All other non-Hispanic ,12839,7327,1253,4259
32003a," Las Vegas, NV ", Latino ,131995,93785,7499,30711
32003a," Las Vegas, NV ", Non-Hispanic American Indian ,1245,936,,
32003a," Las Vegas, NV ", Non-Hispanic Asian ,34986,24574,1579,8833
32003a," Las Vegas, NV ", Non-Hispanic black ,46388,28124,3993,14271
32003a," Las Vegas, NV ", Non-Hispanic white ,192290,137603,12198,42489
32003a," Las Vegas, NV ", Total ,419743,292349,26522,100872
32003b," Clark County (excluding Las Vegas), NV ", All other non-Hispanic ,27805,20518,2028,5259
32003b," Clark County (excluding Las Vegas), NV ", Latino ,262081,187865,20654,53562
32003b," Clark County (excluding Las Vegas), NV ", Non-Hispanic American Indian ,4979,4039,,
32003b," Clark County (excluding Las Vegas), NV ", Non-Hispanic Asian ,109900,77412,5247,27241
32003b," Clark County (excluding Las Vegas), NV ", Non-Hispanic black ,91128,61459,7256,22413
32003b," Clark County (excluding Las Vegas), NV ", Non-Hispanic white ,386044,276639,22774,86631
32003b," Clark County (excluding Las Vegas), NV ", Total ,881937,627932,57959,196046
34003c," Bergen County, NJ ", All other non-Hispanic ,6796,4513,,1860
34003c," Bergen County, NJ ", Latino ,115925,86128,4157,25640
34003c," Bergen County, NJ ", Non-Hispanic American Indian ,,,,
34003c," Bergen County, NJ ", Non-Hispanic Asian ,103787,76763,2860,24164
34003c," Bergen County, NJ ", Non-Hispanic black ,31444,25388,1232,4824
34003c," Bergen County, NJ ", Non-Hispanic white ,319805,242996,11090,65719
34003c," Bergen County, NJ ", Total ,578365,436159,19762,122444
34007c," Camden County, NJ ", All other non-Hispanic ,4999,3813,,
34007c," Camden County, NJ ", Latino ,48345,30236,4075,14034
34007c," Camden County, NJ ", Non-Hispanic American Indian ,,,,
34007c," Camden County, NJ ", Non-Hispanic Asian ,18857,14446,1221,3190
34007c," Camden County, NJ ", Non-Hispanic black ,57531,39613,4640,13278
34007c," Camden County, NJ ", Non-Hispanic white ,182986,142510,8609,31867
34007c," Camden County, NJ ", Total ,312777,230677,18764,63336
34013c," Essex County, NJ ", All other non-Hispanic ,11230,7752,,2573
34013c," Essex County, NJ ", Latino ,111364,79988,7594,23782
34013c," Essex County, NJ ", Non-Hispanic American Indian ,,,,
34013c," Essex County, NJ ", Non-Hispanic Asian ,26569,20118,2062,4389
34013c," Essex County, NJ ", Non-Hispanic black ,190461,124482,24206,41773
34013c," Essex County, NJ ", Non-Hispanic white ,148844,112479,5579,30786
34013c," Essex County, NJ ", Total ,488845,345196,40346,103303
34017c," Hudson County, NJ ", All other non-Hispanic ,8916,6712,,1924
34017c," Hudson County, NJ ", Latino ,190133,139225,13380,37528
34017c," Hudson County, NJ ", Non-Hispanic American Indian ,,,,
34017c," Hudson County, NJ ", Non-Hispanic Asian ,76324,55282,3044,17998
34017c," Hudson County, NJ ", Non-Hispanic black ,47767,34671,3336,9760
34017c," Hudson County, NJ ", Non-Hispanic white ,136354,106799,5488,24067
34017c," Hudson County, NJ ", Total ,459995,342772,25528,91695
34023c," Middlesex County, NJ ", All other non-Hispanic ,8487,6632,,1230
34023c," Middlesex County, NJ ", Latino ,106896,79775,2856,24265
34023c," Middlesex County, NJ ", Non-Hispanic American Indian ,,,,
34023c," Middlesex County, NJ ", Non-Hispanic Asian ,126997,89304,3581,34112
34023c," Middlesex County, NJ ", Non-Hispanic black ,47275,34859,4763,7653
34023c," Middlesex County, NJ ", Non-Hispanic white ,224736,167743,10022,46971
34023c," Middlesex County, NJ ", Total ,515010,378932,21847,114231
34025c," Monmouth County, NJ ", All other non-Hispanic ,7264,5140,,2023
34025c," Monmouth County, NJ ", Latino ,39795,30734,1868,7193
34025c," Monmouth County, NJ ", Non-Hispanic American Indian ,,,,
34025c," Monmouth County, NJ ", Non-Hispanic Asian ,21182,15201,,5027
34025c," Monmouth County, NJ ", Non-Hispanic black ,26391,18275,2235,5881
34025c," Monmouth County, NJ ", Non-Hispanic white ,290925,218938,11663,60324
34025c," Monmouth County, NJ ", Total ,385721,288452,16821,80448
34029c," Ocean County, NJ ", All other non-Hispanic ,4108,3808,,
34029c," Ocean County, NJ ", Latino ,30900,25156,1246,4498
34029c," Ocean County, NJ ", Non-Hispanic Asian ,8668,8067,,
34029c," Ocean County, NJ ", Non-Hispanic black ,9140,6627,,
34029c," Ocean County, NJ ", Non-Hispanic white ,264675,193435,11417,59823
34029c," Ocean County, NJ ", Total ,317491,237093,13792,66606
34031c," Passaic County, NJ ", All other non-Hispanic ,3106,2236,,
34031c," Passaic County, NJ ", Latino ,126657,85527,3023,38107
34031c," Passaic County, NJ ", Non-Hispanic American Indian ,,,,
34031c," Passaic County, NJ ", Non-Hispanic Asian ,18312,13112,,4666
34031c," Passaic County, NJ ", Non-Hispanic black ,33920,20040,2330,11550
34031c," Passaic County, NJ ", Non-Hispanic white ,129182,97711,3439,28032
34031c," Passaic County, NJ ", Total ,311340,218735,9485,83120
34039c," Union County, NJ ", All other non-Hispanic ,7405,5522,,1656
34039c," Union County, NJ ", Latino ,109470,83574,6820,19076
34039c," Union County, NJ ", Non-Hispanic American Indian ,,,,
34039c," Union County, NJ ", Non-Hispanic Asian ,17228,13299,,3488
34039c," Union County, NJ ", Non-Hispanic black ,74318,55719,6575,12024
34039c," Union County, NJ ", Non-Hispanic white ,137468,101594,6756,29118
34039c," Union County, NJ ", Total ,345950,259769,20819,65362
35001a," Albuquerque, NM ", All other non-Hispanic ,7975,5152,,2170
35001a," Albuquerque, NM ", Latino ,198153,135114,12081,50958
35001a," Albuquerque, NM ", Non-Hispanic American Indian ,15916,9559,,4680
35001a," Albuquerque, NM ", Non-Hispanic Asian ,11041,7798,,2906
35001a," Albuquerque, NM ", Non-Hispanic black ,9794,6500,,2915
35001a," Albuquerque, NM ", Non-Hispanic white ,154986,112746,5926,36314
35001a," Albuquerque, NM ", Total ,397865,276869,21053,99943
36005a," The Bronx, New York City ", All other non-Hispanic ,15030,8289,1903,4838
36005a," The Bronx, New York City ", Latino ,500653,315377,33754,151522
36005a," The Bronx, New York City ", Non-Hispanic American Indian ,,,,
36005a," The Bronx, New York City ", Non-Hispanic Asian ,37108,23467,1562,12079
36005a," The Bronx, New York City ", Non-Hispanic black ,262321,170022,22680,69619
36005a," The Bronx, New York City ", Non-Hispanic white ,75987,53380,4032,18575
36005a," The Bronx, New York City ", Total ,893865,571328,64563,257974
36029c," Erie County, NY ", All other non-Hispanic ,6171,3437,,2152
36029c," Erie County, NY ", Latino ,25584,16548,1166,7870
36029c," Erie County, NY ", Non-Hispanic American Indian ,3067,1417,,1501
36029c," Erie County, NY ", Non-Hispanic Asian ,20105,10593,,8636
36029c," Erie County, NY ", Non-Hispanic black ,71947,44265,5318,22364
36029c," Erie County, NY ", Non-Hispanic white ,430268,340714,13467,76087
36029c," Erie County, NY ", Total ,557142,416974,21558,118610
36047a," Brooklyn and Staten Island, New York City ", All other non-Hispanic ,32808,25737,2555,4516
36047a," Brooklyn and Staten Island, New York City ", Latino ,321538,210808,20471,90259
36047a," Brooklyn and Staten Island, New York City ", Non-Hispanic American Indian ,3100,,,1786
36047a," Brooklyn and Staten Island, New York City ", Non-Hispanic Asian ,217907,148745,13061,56101
36047a," Brooklyn and Staten Island, New York City ", Non-Hispanic black ,505798,343423,35225,127150
36047a," Brooklyn and Staten Island, New York City ", Non-Hispanic white ,591330,442493,25861,122976
36047a," Brooklyn and Staten Island, New York City ", Total ,1672481,1172407,97286,402788
36055c," Monroe County, NY ", All other non-Hispanic ,5170,3447,,
36055c," Monroe County, NY ", Latino ,35401,22260,3113,10028
36055c," Monroe County, NY ", Non-Hispanic American Indian ,1362,,,
36055c," Monroe County, NY ", Non-Hispanic Asian ,18514,12282,,5671
36055c," Monroe County, NY ", Non-Hispanic black ,64729,38699,8859,17171
36055c," Monroe County, NY ", Non-Hispanic white ,325490,259415,8744,57331
36055c," Monroe County, NY ", Total ,450666,336778,22240,91648
36059c," Nassau County, NY ", All other non-Hispanic ,14462,11304,,2634
36059c," Nassau County, NY ", Latino ,141646,106409,7256,27981
36059c," Nassau County, NY ", Non-Hispanic American Indian ,,,,
36059c," Nassau County, NY ", Non-Hispanic Asian ,78966,58443,2644,17879
36059c," Nassau County, NY ", Non-Hispanic black ,96025,69767,6486,19772
36059c," Nassau County, NY ", Non-Hispanic white ,492318,374444,17470,100404
36059c," Nassau County, NY ", Total ,824374,620861,34380,169133
36061a," Manhattan, New York City ", All other non-Hispanic ,27229,21970,,4037
36061a," Manhattan, New York City ", Latino ,274202,186695,20399,67108
36061a," Manhattan, New York City ", Non-Hispanic American Indian ,,,,
36061a," Manhattan, New York City ", Non-Hispanic Asian ,150172,108320,5880,35972
36061a," Manhattan, New York City ", Non-Hispanic black ,126735,79003,11917,35815
36061a," Manhattan, New York City ", Non-Hispanic white ,533940,455659,14062,64219
36061a," Manhattan, New York City ", Total ,1113440,852471,53480,207489
36081a," Queens, New York City ", All other non-Hispanic ,63028,43819,4083,15126
36081a," Queens, New York City ", Latino ,481545,346199,23115,112231
36081a," Queens, New York City ", Non-Hispanic American Indian ,3424,2573,,
36081a," Queens, New York City ", Non-Hispanic Asian ,436051,296542,19098,120411
36081a," Queens, New York City ", Non-Hispanic black ,284313,199565,22755,61993
36081a," Queens, New York City ", Non-Hispanic white ,547224,400381,23457,123386
36081a," Queens, New York City ", Total ,1815585,1289079,92739,433767
36103c," Suffolk County, NY ", All other non-Hispanic ,10113,7685,,1906
36103c," Suffolk County, NY ", Latino ,172737,127290,6624,38823
36103c," Suffolk County, NY ", Non-Hispanic American Indian ,1415,,,
36103c," Suffolk County, NY ", Non-Hispanic Asian ,38926,27715,,10323
36103c," Suffolk County, NY ", Non-Hispanic black ,64116,47035,4017,13064
36103c," Suffolk County, NY ", Non-Hispanic white ,630417,483700,23171,123546
36103c," Suffolk County, NY ", Total ,917724,694398,35222,188104
36119c," Westchester County, NY ", All other non-Hispanic ,11964,8230,,2467
36119c," Westchester County, NY ", Latino ,147633,111088,7546,28999
36119c," Westchester County, NY ", Non-Hispanic American Indian ,1398,,,
36119c," Westchester County, NY ", Non-Hispanic Asian ,38216,27385,1821,9010
36119c," Westchester County, NY ", Non-Hispanic black ,78806,57666,5681,15459
36119c," Westchester County, NY ", Non-Hispanic white ,303031,229124,10943,62964
36119c," Westchester County, NY ", Total ,581048,434501,27258,119289
37119c," Mecklenburg County, NC ", All other non-Hispanic ,14053,11144,,1847
37119c," Mecklenburg County, NC ", Latino ,80550,57852,5374,17324
37119c," Mecklenburg County, NC ", Non-Hispanic American Indian ,1324,,,
37119c," Mecklenburg County, NC ", Non-Hispanic Asian ,40332,28917,2561,8854
37119c," Mecklenburg County, NC ", Non-Hispanic black ,203625,148312,15856,39457
37119c," Mecklenburg County, NC ", Non-Hispanic white ,324915,260097,11640,53178
37119c," Mecklenburg County, NC ", Total ,664799,507190,36493,121116
37183c," Wake County, NC ", All other non-Hispanic ,10995,8864,,1623
37183c," Wake County, NC ", Latino ,60252,44666,2637,12949
37183c," Wake County, NC ", Non-Hispanic American Indian ,1390,,,
37183c," Wake County, NC ", Non-Hispanic Asian ,44519,32633,,11324
37183c," Wake County, NC ", Non-Hispanic black ,131833,96974,10704,24155
37183c," Wake County, NC ", Non-Hispanic white ,396209,317215,10736,68258
37183c," Wake County, NC ", Total ,645198,501499,25147,118552
39035c," Cuyahoga County, OH ", All other non-Hispanic ,14234,8917,,3846
39035c," Cuyahoga County, OH ", Latino ,42107,26407,4135,11565
39035c," Cuyahoga County, OH ", Non-Hispanic American Indian ,814,,,
39035c," Cuyahoga County, OH ", Non-Hispanic Asian ,25121,18368,,5730
39035c," Cuyahoga County, OH ", Non-Hispanic black ,218509,137173,27860,53476
39035c," Cuyahoga County, OH ", Non-Hispanic white ,458225,348010,19005,91210
39035c," Cuyahoga County, OH ", Total ,759010,539432,53644,165934
39049c," Franklin County, OH ", All other non-Hispanic ,23785,17154,1380,5251
39049c," Franklin County, OH ", Latino ,36107,27329,2219,6559
39049c," Franklin County, OH ", Non-Hispanic American Indian ,,,,
39049c," Franklin County, OH ", Non-Hispanic Asian ,39241,26589,,11931
39049c," Franklin County, OH ", Non-Hispanic black ,165479,116170,11903,37406
39049c," Franklin County, OH ", Non-Hispanic white ,528987,423858,19341,85788
39049c," Franklin County, OH ", Total ,794656,611782,35564,147310
39061c," Hamilton County, OH ", All other non-Hispanic ,9147,6423,1254,1470
39061c," Hamilton County, OH ", Latino ,12431,9422,,2429
39061c," Hamilton County, OH ", Non-Hispanic American Indian ,,,,
39061c," Hamilton County, OH ", Non-Hispanic Asian ,13256,9285,,3474
39061c," Hamilton County, OH ", Non-Hispanic black ,124292,84532,10941,28819
39061c," Hamilton County, OH ", Non-Hispanic white ,331973,256911,9859,65203
39061c," Hamilton County, OH ", Total ,491613,367050,23131,101432
39113c," Montgomery County, OH ", All other non-Hispanic ,7276,5029,,1609
39113c," Montgomery County, OH ", Latino ,7314,5103,,1552
39113c," Montgomery County, OH ", Non-Hispanic American Indian ,,,,
39113c," Montgomery County, OH ", Non-Hispanic Asian ,7142,4775,,1659
39113c," Montgomery County, OH ", Non-Hispanic black ,62791,39296,5753,17742
39113c," Montgomery County, OH ", Non-Hispanic white ,221453,160148,10230,51075
39113c," Montgomery County, OH ", Total ,306462,214628,17988,73846
39153c," Summit County, OH ", All other non-Hispanic ,7197,4798,,2399
39153c," Summit County, OH ", Latino ,5686,3798,,
39153c," Summit County, OH ", Non-Hispanic American Indian ,,,,
39153c," Summit County, OH ", Non-Hispanic Asian ,9749,7028,,2294
39153c," Summit County, OH ", Non-Hispanic black ,46302,27118,5073,14111
39153c," Summit County, OH ", Non-Hispanic white ,260378,200716,9059,50603
39153c," Summit County, OH ", Total ,329552,243698,15055,70799
40109c," Oklahoma County, OK ", All other non-Hispanic ,22294,15622,,5394
40109c," Oklahoma County, OK ", Latino ,71684,52495,2459,16730
40109c," Oklahoma County, OK ", Non-Hispanic American Indian ,11358,7188,,2765
40109c," Oklahoma County, OK ", Non-Hispanic Asian ,19436,14973,,3847
40109c," Oklahoma County, OK ", Non-Hispanic black ,68291,46131,4000,18160
40109c," Oklahoma County, OK ", Non-Hispanic white ,271830,199859,8384,63587
40109c," Oklahoma County, OK ", Total ,464893,336268,18142,110483
41051a," Portland, OR ", All other non-Hispanic ,18860,13024,1996,3840
41051a," Portland, OR ", Latino ,35834,29251,2363,4220
41051a," Portland, OR ", Non-Hispanic American Indian ,2107,,,
41051a," Portland, OR ", Non-Hispanic Asian ,34592,25431,1326,7835
41051a," Portland, OR ", Non-Hispanic black ,20191,12856,2442,4893
41051a," Portland, OR ", Non-Hispanic white ,312059,245970,13660,52429
41051a," Portland, OR ", Total ,423643,327865,22070,73708
41067c," Washington County, OR ", All other non-Hispanic ,11896,7896,,2869
41067c," Washington County, OR ", Latino ,55542,43374,2346,9822
41067c," Washington County, OR ", Non-Hispanic American Indian ,,,,
41067c," Washington County, OR ", Non-Hispanic Asian ,40670,29840,2079,8751
41067c," Washington County, OR ", Non-Hispanic black ,6829,4862,,
41067c," Washington County, OR ", Non-Hispanic white ,244581,186496,10704,47381
41067c," Washington County, OR ", Total ,360502,273000,17510,69992
42003c," Allegheny County, PA ", All other non-Hispanic ,13629,9397,,3622
42003c," Allegheny County, PA ", Latino ,15056,9895,,4748
42003c," Allegheny County, PA ", Non-Hispanic American Indian ,904,,,
42003c," Allegheny County, PA ", Non-Hispanic Asian ,29955,19160,,10233
42003c," Allegheny County, PA ", Non-Hispanic black ,93066,59561,8684,24821
42003c," Allegheny County, PA ", Non-Hispanic white ,602708,471693,22371,108644
42003c," Allegheny County, PA ", Total ,755318,570075,32806,152437
42017c," Bucks County, PA ", All other non-Hispanic ,3503,2368,,
42017c," Bucks County, PA ", Latino ,18118,12775,,4563
42017c," Bucks County, PA ", Non-Hispanic American Indian ,,,,
42017c," Bucks County, PA ", Non-Hispanic Asian ,19416,14601,,4038
42017c," Bucks County, PA ", Non-Hispanic black ,14275,10876,,2211
42017c," Bucks County, PA ", Non-Hispanic white ,324040,252558,14893,56589
42017c," Bucks County, PA ", Total ,379806,293382,17751,68673
42045c," Delaware County, PA ", All other non-Hispanic ,7614,5521,,1005
42045c," Delaware County, PA ", Latino ,12067,9048,,2616
42045c," Delaware County, PA ", Non-Hispanic American Indian ,,,,
42045c," Delaware County, PA ", Non-Hispanic Asian ,19250,14833,,3477
42045c," Delaware County, PA ", Non-Hispanic black ,68496,48460,4571,15465
42045c," Delaware County, PA ", Non-Hispanic white ,226957,175804,8944,42209
42045c," Delaware County, PA ", Total ,334673,253802,16099,64772
42071c," Lancaster County, PA ", All other non-Hispanic ,3478,2568,,
42071c," Lancaster County, PA ", Latino ,31348,20898,2861,7589
42071c," Lancaster County, PA ", Non-Hispanic Asian ,7791,5688,,
42071c," Lancaster County, PA ", Non-Hispanic black ,9718,6106,,3191
42071c," Lancaster County, PA ", Non-Hispanic white ,257856,199417,8275,50164
42071c," Lancaster County, PA ", Total ,310191,234677,12096,63418
42091c," Montgomery County, PA ", All other non-Hispanic ,7579,5307,,1469
42091c," Montgomery County, PA ", Latino ,23234,18573,,2838
42091c," Montgomery County, PA ", Non-Hispanic American Indian ,,,,
42091c," Montgomery County, PA ", Non-Hispanic Asian ,40077,28466,2479,9132
42091c," Montgomery County, PA ", Non-Hispanic black ,41920,33505,1884,6531
42091c," Montgomery County, PA ", Non-Hispanic white ,374916,294943,15319,64654
42091c," Montgomery County, PA ", Total ,488385,381277,22397,84711
42101a," Philadelphia, PA ", All other non-Hispanic ,23597,16038,1931,5628
42101a," Philadelphia, PA ", Latino ,128924,74313,10204,44407
42101a," Philadelphia, PA ", Non-Hispanic American Indian ,,,,
42101a," Philadelphia, PA ", Non-Hispanic Asian ,77188,50589,4544,22055
42101a," Philadelphia, PA ", Non-Hispanic black ,392261,225001,39444,127816
42101a," Philadelphia, PA ", Non-Hispanic white ,359474,264250,14638,80586
42101a," Philadelphia, PA ", Total ,982761,630771,70761,281229
44007c," Providence County, RI ", All other non-Hispanic ,14912,10252,1183,3477
44007c," Providence County, RI ", Latino ,81848,52922,5445,23481
44007c," Providence County, RI ", Non-Hispanic American Indian ,1254,,,
44007c," Providence County, RI ", Non-Hispanic Asian ,17582,9962,,6915
44007c," Providence County, RI ", Non-Hispanic black ,29824,22824,3089,3911
44007c," Providence County, RI ", Non-Hispanic white ,243909,185550,7464,50895
44007c," Providence County, RI ", Total ,389329,282313,17970,89046
47037a," Nashville-Davidson metropolitan government, TN ", All other non-Hispanic ,9215,7484,,1418
47037a," Nashville-Davidson metropolitan government, TN ", Latino ,40348,33219,937,6192
47037a," Nashville-Davidson metropolitan government, TN ", Non-Hispanic American Indian ,2359,,,
47037a," Nashville-Davidson metropolitan government, TN ", Non-Hispanic Asian ,14844,10656,,3553
47037a," Nashville-Davidson metropolitan government, TN ", Non-Hispanic black ,117655,84930,7704,25021
47037a," Nashville-Davidson metropolitan government, TN ", Non-Hispanic white ,256074,209603,4933,41538
47037a," Nashville-Davidson metropolitan government, TN ", Total ,440495,347166,14522,78807
47157c," Shelby County, TN ", All other non-Hispanic ,9731,6798,,2643
47157c," Shelby County, TN ", Latino ,31754,21850,2010,7894
47157c," Shelby County, TN ", Non-Hispanic American Indian ,,,,
47157c," Shelby County, TN ", Non-Hispanic Asian ,16071,12024,,3817
47157c," Shelby County, TN ", Non-Hispanic black ,303695,204066,27033,72596
47157c," Shelby County, TN ", Non-Hispanic white ,210850,158660,7006,45184
47157c," Shelby County, TN ", Total ,572558,403574,36569,132415
